ATL,9E,1,2008,0.15356471893909526
ATL,9E,1,2009,0.22511599671958582
ATL,9E,1,2010,0.3170476726056004
ATL,9E,1,2013,0.32503301595654566
ATL,AA,1,1989,0.1388812371232872
ATL,AA,1,1990,0.1519640767854981
ATL,AA,1,1991,0.3862715905315022
ATL,AA,1,1992,0.1278937443429223
ATL,AA,1,1993,0.29503719643409704
ATL,AA,1,1994,0.3164080022098458
ATL,AA,1,1995,0.21494527619470108
ATL,AA,1,1999,0.411672605731527
ATL,AA,1,2000,0.22717082642867598
ATL,AA,1,2001,0.2161735630669734
ATL,AA,1,2002,0.13200476488224552
ATL,AA,1,2003,0.14510792211239193
ATL,AA,1,2004,0.24803607364926403
ATL,AA,1,2005,0.4056420126645631
ATL,AA,1,2006,0.13644154936912706
ATL,AA,1,2007,0.35854076855213374
ATL,AA,1,2008,0.3947016287295515
ATL,AA,1,2009,0.41664936836723976
ATL,AA,1,2010,0.24108326898669566
ATL,AA,1,2011,0.2936326898791268
ATL,AA,1,2012,0.26395674528997415
ATL,AA,1,2013,0.27996822096822105
ATL,AA,1,2014,0.2449926411406232
ATL,AA,1,2015,0.1259896474488346
ATL,CO,1,1989,0.028590988012616676
ATL,CO,1,1990,0.11778442609212722
ATL,CO,1,1991,0.28225077513802843
ATL,CO,1,1992,0.0531332377162165
ATL,CO,1,1993,0.12728749903346093
ATL,CO,1,1994,0.23536619346028578
ATL,CO,1,1995,0.14789619128214224
ATL,CO,1,1996,0.19060384163832436
ATL,CO,1,1997,0.253651161499833
ATL,CO,1,1998,0.2922034424478915
ATL,CO,1,1999,0.21178042750446494
ATL,CO,1,2000,0.3314760124951165
ATL,CO,1,2001,0.13315318941577012
ATL,CO,1,2002,0.08681103192867015
ATL,CO,1,2003,0.09779507050796989
ATL,CO,1,2004,0.16414792404179826
ATL,CO,1,2005,0.24181309562479772
ATL,CO,1,2006,0.14092936271104023
ATL,CO,1,2007,0.1568350024532916
ATL,CO,1,2008,0.1300150077295925
ATL,CO,1,2009,0.1008154650335256
ATL,CO,1,2010,0.1680032468121106
ATL,CO,1,2011,0.5596014691033796
ATL,DL,1,1989,0.09600396712236155
ATL,DL,1,1990,0.17045984157263933
ATL,DL,1,1991,0.23894814190870564
ATL,DL,1,1992,0.1488843185729921
ATL,DL,1,1993,0.17201541949247054
ATL,DL,1,1994,0.27446079517163663
ATL,DL,1,1995,0.16961040036061598
ATL,DL,1,1996,0.4442765608013329
ATL,DL,1,1997,0.28120602243264503
ATL,DL,1,1998,0.2367563402107689
ATL,DL,1,1999,0.3932118145176803
ATL,DL,1,2000,0.560879534184485
ATL,DL,1,2001,0.47869060572348665
ATL,DL,1,2002,0.28615092980221557
ATL,DL,1,2003,0.11880748228400655
ATL,DL,1,2004,0.1956804724561522
ATL,DL,1,2005,0.4581435013557989
ATL,DL,1,2006,0.1983781236607364
ATL,DL,1,2007,0.21255280649194078
ATL,DL,1,2008,0.2842544557821419
ATL,DL,1,2009,0.14561566845860427
ATL,DL,1,2010,0.22388152284966195
ATL,DL,1,2011,0.571078149099985
ATL,DL,1,2012,0.1112442952009936
ATL,DL,1,2013,0.10279480733062722
ATL,DL,1,2014,0.5144132994370957
ATL,DL,1,2015,0.12909347010815525
ATL,EA,1,1989,0.16245894745607134
ATL,EA,1,1990,0.2704537149046481
ATL,EV,1,2003,0.24786458443203715
ATL,EV,1,2004,0.17105498201807068
ATL,EV,1,2005,0.6763059222794906
ATL,EV,1,2006,0.31143901315204847
ATL,EV,1,2007,0.4592360659849383
ATL,EV,1,2008,0.417004065384957
ATL,EV,1,2009,0.3472873830215295
ATL,EV,1,2010,0.38663357055085695
ATL,EV,1,2011,0.6815707281845744
ATL,EV,1,2012,0.1525254414682145
ATL,EV,1,2013,0.20885235734736
ATL,EV,1,2014,0.782429897070291
ATL,EV,1,2015,0.2193390546317465
ATL,F9,1,2014,0.9230769230769231
ATL,F9,1,2015,0.5148148148148148
ATL,FL,1,2003,0.15720642631779388
ATL,FL,1,2004,0.29567972192165276
ATL,FL,1,2005,0.4057508412029983
ATL,FL,1,2006,0.23103317546838048
ATL,FL,1,2007,0.18880556924148428
ATL,FL,1,2008,0.1605860852792388
ATL,FL,1,2009,0.17875628062044852
ATL,FL,1,2010,0.23097935435990408
ATL,FL,1,2011,0.43995490694536343
ATL,FL,1,2012,0.104680081113491
ATL,FL,1,2013,0.07495538941044011
ATL,FL,1,2014,0.5436169930114839
ATL,HP,1,1992,0.006909692886491483
ATL,HP,1,1993,0.042566510172143975
ATL,HP,1,1994,0.04844559585492228
ATL,HP,1,1995,0.12679425837320576
ATL,HP,1,1996,0.11574507966260543
ATL,HP,1,1997,0.2178807782256058
ATL,HP,1,1999,0.08116273693943596
ATL,HP,1,2000,0.06876771367671514
ATL,HP,1,2001,0.04133478747477718
ATL,HP,1,2002,0.1038219903854102
ATL,HP,1,2003,0.09547606082721448
ATL,HP,1,2004,0.06395878515756334
ATL,HP,1,2005,0.061932398274062266
ATL,ML,1,1991,0.43670607998966204
ATL,MQ,1,2005,0.920166888199675
ATL,MQ,1,2006,0.5373344662027336
ATL,MQ,1,2007,0.40285383597883606
ATL,MQ,1,2008,1.3095744680851062
ATL,MQ,1,2009,0.6340851063829785
ATL,MQ,1,2010,0.3666094584286804
ATL,MQ,1,2011,0.7531747349775048
ATL,MQ,1,2012,0.26532208529100954
ATL,MQ,1,2013,0.23104004527500902
ATL,MQ,1,2014,1.2850082545888997
ATL,MQ,1,2015,0.4852697782191327
ATL,NK,1,2015,0.18118216306618062
